block,Total Employment
130890214122017,7
130890214122018,6
130890214122022,30
130890214122023,10
130890214123001,3
130890214123003,2
130890214123004,5
130890214123007,15
130890214123008,69
130890214123010,1
130890214123013,4
130890214123014,5
130890214123015,2
130890214123016,10
130890214123017,4
130890214131000,37
130890214131001,6
130890214131002,4
130890214131003,3
130890214131005,2
130890214131006,3
130890214131007,1
130890214131011,4
130890214131014,21
130890214131018,48
130890214132000,16
130890214141000,23
130890214141001,121
130890214142000,239
130890214142003,573
130890214142006,55
130890214142009,76
130890214151001,160
130890214151002,577
130890214151005,4
130890214151006,1
130890214152000,3478
130890214152001,16
130890214152004,29
130890214152007,8
130890214152012,10
130890214152013,6
130890214152016,1
130890214152017,6
130890214152020,15
130890214153001,2
130890214153002,1
130890214153004,17
130890214153008,147
130890214153009,11
130890214153011,137
130890214153013,1455
130890214153014,3
130890214153016,82
130890214153017,414
130890214161002,86
130890214161004,1
130890214161005,4
130890214161006,119
130890214162000,10
130890214162001,1
130890214162002,2
130890214162004,6
130890214171000,140
130890214171001,50
130890214171003,30
130890214171005,1
130890214171006,14
130890214172000,239
130890214172002,555
130890214172003,160
130890214172004,32
130890214172007,804
130890214172009,9
130890214172011,20
130890214172012,185
130890214172014,459
130890214173000,157
130890214173001,14
130890214173003,15
130890215021003,470
130890215021005,22
130890215021006,380
130890215021007,595
130890215021008,513
130890215021009,36
130890215021010,4
130890215021011,97
130890215022000,4
130890215022001,184
130890215022002,3
130890215022003,3
130890215022004,5
130890215022005,1
130890215022006,1
130890215022009,48
130890215022011,2
130890215022013,2
130890215022014,33
130890215023000,117
130890215023001,2
130890215023002,62
130890215023005,79
130890215023008,3
130890215023009,7
130890215023010,33
130890215023012,2
130890215023013,1
130890215023017,720
130890215023020,256
130890215031002,33
130890215031003,1
130890215031004,3
130890215031005,137
130890215032003,171
130890215032004,1
130890215032005,3
130890215032006,63
130890215032007,3
130890215032009,2
130890215033000,340
130890215033001,2
130890215041000,36
130890215041001,23
130890215041003,84
130890215041006,3
130890215041007,8
130890215042000,1075
130890215042001,176
130890215042002,9
130890215042003,6067
130890215042004,4
130890215042007,150
130890215042008,15
130890215043000,78
130890215043001,240
130890215043004,2
130890215043005,7
130890215043006,1
130890215043008,238
130890215043010,2
130890215043011,775
130890215043012,174
130890216021005,113
130890216021006,69
130890216021007,6
130890216021008,53
130890216022000,1
130890216022001,4
130890216022003,1
130890216022004,45
130890216022006,2
130890216022007,6
130890216022008,86
130890216022012,4
130890216022013,2
130890216022015,1
130890216022016,1
130890216022018,6
130890216022023,1
130890216022024,4
130890216022026,6
130890216022027,78
130890216022028,3
130890216022029,14
130890216031000,181
130890216031002,7
130890216031004,28
130890216031006,557
130890216031007,2
130890216031009,4
130890216031010,282
130890216031012,2
130890216031013,1
130890216032002,394
130890216032004,23
130890216032005,435
130890216032012,2104
130890216032013,875
130890216032015,2
130890216032016,21
130890216032018,56
130890216033000,16
130890216033002,33
130890216033003,297
130890216033004,160
130890216033005,38
130890216033006,2
130890216041000,14
130890216041004,3
130890216041006,3
130890216041007,2
130890216041008,1
130890216041009,12
130890216041012,7
130890216041013,3
130890216041014,1
130890216041015,7
130890216041016,6
130890216041017,2
130890216041021,70
130890216042000,38
130890216042007,1
130890216042008,27
130890216042009,1
130890216042011,2
130890216042012,1
130890216042013,2
130890216042015,2
130890216042017,4
130890216042018,1
130890216042019,2
130890216042020,2
130890216051000,157
130890216051001,9
130890216051002,4
130890216051005,3
130890216051006,2
130890216051007,9
130890216051010,134
130890216051011,1
130890216051013,9
130890216051015,3
130890216051016,3
130890216051017,3
130890216051018,2
130890216052001,1
130890216052002,3
130890216052004,2
130890216052009,2
130890216052011,10
130890216052013,4
130890216052014,18
130890216052015,4
130890216052016,4
130890216052017,1
130890216053004,57
130890216053006,8
130890216053007,4
130890216053013,32
130890216053015,105
130890217031000,3
130890217031005,4
130890217031008,2
130890217031009,2
130890217031010,17
130890217031011,1
130890217031014,1
130890217031015,6
130890217031016,3
130890217031017,4
130890217031020,1
130890217031023,5
130890217031024,1
130890217031025,10
130890217031027,580
130890217031028,164
130890217031029,71
130890217031030,144
130890217031031,88
130890217031032,1
130890217031034,48
130890217031039,1
130890217032000,4
130890217032001,201
130890217032003,5
130890217032006,2
130890217032007,25
130890217032009,3
130890217032010,63
130890217032014,2
130890217032015,5
130890217032020,3
130890217032023,4
130890217032024,76
130890217032027,3
130890217032029,2
130890217032032,2
130890217041001,1332
130890217041003,33
130890217041004,2
130890217041008,342
130890217041009,31
130890217041010,5
130890217041011,1438
130890217041013,305
130890217041015,13
130890217041017,2
130890217041023,219
130890217041024,9
130890217042000,385
130890217042002,8
130890217042003,30
130890217042006,2275
130890217042007,24
130890217042008,31
130890217042009,133
130890217042010,564
130890217042014,1
130890217042015,3
130890217042018,4
130890217042021,1
130890217043001,4
130890217043004,9
130890217043006,17
130890217043007,2
130890217043008,312
130890217043012,11
130890217043013,1
130890217043014,2
130890217043016,3
130890217043017,10
130890217043018,1
130890217043021,1
130890217043022,2
130890217043023,2
130890217043024,1
130890217043025,12
130890217043029,2
130890217051000,357
130890217051005,7
130890217051006,1
130890217051007,3
130890217051009,23
130890217051010,143
130890217051011,53
130890217051013,36
130890217052001,11
130890217052003,60
130890217052004,3
130890217052006,4
130890217052015,130
130890217052019,287
130890217052024,72
130890217052030,258
130890217052031,222
130890217052032,526
130890217052033,885
130890217053001,1347
130890217053002,22
130890217053003,386
130890217053005,3
130890217053006,2517
130890217053008,235
130890217053009,51
130890217053010,1
130890217061000,1
130890217061003,7
130890217061005,3
130890217061006,1
130890217061007,77
130890217061009,2
130890217061010,2
130890217062000,127
130890217062008,42
130890217062010,4
130890217062012,3
130890217062013,8
130890217062016,4
130890217063000,4
130890217063002,88
130890217063003,1
130890217063004,4
130890217063011,1
130890217063012,400
130890217063014,18
130890217064000,148
130890217064003,1
130890217064004,3
130890217064007,43
130890217064008,33
130890217064009,2
130890217064010,5
130890217064011,1
130890217064012,4
130890217064013,1
130890218051000,111
130890218051001,1
130890218051002,88
130890218051003,46
130890218051004,30
130890218051005,9
130890218051006,3
130890218051009,60
130890218051013,12
130890218051014,2
130890218051018,6
130890218051024,20
130890218052000,74
130890218052002,22
130890218052003,42
130890218052009,1
130890218052010,1
130890218052013,63
130890218052014,1
130890218052015,33
130890218052018,9
130890218052020,1
130890218052021,2
130890218053005,402
130890218053007,43
130890218053008,82
130890218053010,106
130890218053013,1
130890218053014,3
130890218053015,21
130890218053023,10
130890218053028,22
130890218061000,1206
130890218061001,179
130890218061002,186
130890218061003,705
130890218061004,16
130890218061005,223
130890218061006,236
130890218061008,1
130890218061009,4
130890218061010,9
130890218061014,229
130890218061017,87
130890218061018,106
130890218061019,376
130890218061020,14
130890218062000,3
130890218062001,4
130890218062003,2
130890218062007,2
130890218062008,2
130890218062011,155
130890218062012,1051
130890218062014,636
130890218062015,90
130890218062016,121
130890218062017,52
130890218062018,29
130890218062019,2
130890218062020,1
130890218062023,3
130890218062024,117
130890218062029,1648
130890218062030,382
130890218063000,645
130890218063004,65
130890218063006,24
130890218063008,16
130890218063009,294
130890218063012,6
130890218063013,381
130890218063014,900
130890218063015,651
130890218063018,973
130890218063019,82
130890218081006,5
130890218081007,8
130890218081008,1
130890218081009,31
130890218081010,1
130890218081016,4
130890218081019,18
130890218081023,1
130890218081025,9
130890218081026,4
130890218081027,1
130890218081028,64
130890218081029,38
130890218082000,7
130890218082005,1
130890218082007,29
130890218082009,16
130890218082011,2
130890218082012,1
130890218082015,14
130890218082019,1
130890218082022,1
130890218082025,1
130890218091000,59
130890218091002,25
130890218091005,4
130890218092000,1
130890218092001,7
130890218092005,11
130890218092006,4
130890218092007,3
130890218092011,2
130890218092012,5
130890218092013,187
130890218092015,124
130890218092017,12
130890218092018,65
130890218092019,7
130890218092020,2
130890218092021,1
130890218092023,99
130890218092024,128
130890218092025,30
130890218092027,4
130890218092028,116
130890218092029,56
130890218092030,503
130890218092031,12
130890218092032,109
130890218092033,48
130890218092034,12
130890218092035,26
130890218092036,101
130890218092037,16
130890218092038,52
130890218092039,109
130890218092040,115
130890218093000,44
130890218093001,4
130890218093002,3
130890218093003,15
130890218093005,4
130890218093006,2
130890218093008,4
130890218094000,168
130890218094001,7
130890218094002,3
130890218094006,3
130890218094007,6
130890218094008,21
130890218094009,2
130890218095000,62
130890218095001,41
130890218095009,6
130890218095011,4
130890218095013,13
130890218095014,1
130890218095015,2
130890218095016,5
130890218095017,21
130890218095021,194
130890218101000,12
